Owner,Repository,Xtext File,Mwe2 File,New File
Bisssen,math_assignment_3_math_compiler_xtext_and_xtend,Bisssen-math_assignment_3_math_compiler_xtext_and_xtend-a8a5ed2/MathAssignmentLanguage.xtext,null,null
vks2106,domain.model,"vks2106-domain.model-7e4435b/org.example.domainmodel/bin/org/example/Domainmodel.xtext,vks2106-domain.model-7e4435b/org.example.domainmodel/src/org/example/Domainmodel.xtext","vks2106-domain.model-7e4435b/org.example.domainmodel/bin/org/example/GenerateDomainmodel.mwe2,vks2106-domain.model-7e4435b/org.example.domainmodel/src/org/example/GenerateDomainmodel.mwe2",null
metafacture,metafacture-flux,metafacture-metafacture-flux-628089a/org.metafacture.flux/src/main/java/org/metafacture/Flux.xtext,metafacture-metafacture-flux-628089a/org.metafacture.flux/src/main/java/org/metafacture/GenerateFlux.mwe2,null
mrtnstn,example-script-language,mrtnstn-example-script-language-2b33912/nl.mrtnstn.xtext.script/src/nl/mrtnstn/xtext/Script.xtext,mrtnstn-example-script-language-2b33912/nl.mrtnstn.xtext.script/src/nl/mrtnstn/xtext/GenerateScript.mwe2,null
Michel-Nassalang,eclipse_workspace,"Michel-Nassalang-eclipse_workspace-d9a3f8b/org.eclipse.ocl.examples.project.completeocltutorial/model/XtextTestFile.xtext,Michel-Nassalang-eclipse_workspace-d9a3f8b/org.xtext.example.mondsl1/src/org/xtext/example/mondsl1/MyDsl1.xtext,Michel-Nassalang-eclipse_workspace-d9a3f8b/org.xtext.example.mydsl/bin/org/xtext/ipsl/calculs/Calcul.xtext,Michel-Nassalang-eclipse_workspace-d9a3f8b/org.xtext.example.mydsl/src/org/xtext/ipsl/calculs/Calcul.xtext,Michel-Nassalang-eclipse_workspace-d9a3f8b/org.xtext.ipsl.airport/bin/org/xtext/ipsl/airport/AirPort.xtext,Michel-Nassalang-eclipse_workspace-d9a3f8b/org.xtext.ipsl.airport/src/org/xtext/ipsl/airport/AirPort.xtext,Michel-Nassalang-eclipse_workspace-d9a3f8b/org.xtext.ipsl.calcul/bin/org/xtext/ipsl/calcul/Calcul.xtext,Michel-Nassalang-eclipse_workspace-d9a3f8b/org.xtext.ipsl.calcul/src/org/xtext/ipsl/calcul/Calcul.xtext,Michel-Nassalang-eclipse_workspace-d9a3f8b/org.xtext.ipsl.figure/bin/org/xtext/ipsl/figure/Figure.xtext,Michel-Nassalang-eclipse_workspace-d9a3f8b/org.xtext.ipsl.figure/src/org/xtext/ipsl/figure/Figure.xtext,Michel-Nassalang-eclipse_workspace-d9a3f8b/org.xtext.ipsl.football/bin/org/xtext/example/mydsl/Football.xtext,Michel-Nassalang-eclipse_workspace-d9a3f8b/org.xtext.ipsl.football/bin/org/xtext/ipsl/Football.xtext,Michel-Nassalang-eclipse_workspace-d9a3f8b/org.xtext.ipsl.football/src/org/xtext/example/mydsl/Football.xtext,Michel-Nassalang-eclipse_workspace-d9a3f8b/org.xtext.ipsl.football/src/org/xtext/ipsl/Football.xtext,Michel-Nassalang-eclipse_workspace-d9a3f8b/org.xtext.ipsl.mondsl/bin/org/xtext/ipsl/mydsl/MonDsl.xtext,Michel-Nassalang-eclipse_workspace-d9a3f8b/org.xtext.ipsl.mondsl/src/org/xtext/ipsl/mydsl/MonDsl.xtext","Michel-Nassalang-eclipse_workspace-d9a3f8b/org.xtext.example.mondsl1/src/org/xtext/example/mondsl1/GenerateMyDsl1.mwe2,Michel-Nassalang-eclipse_workspace-d9a3f8b/org.xtext.example.mydsl/bin/org/xtext/ipsl/calculs/GenerateCalcul.mwe2,Michel-Nassalang-eclipse_workspace-d9a3f8b/org.xtext.example.mydsl/src/org/xtext/ipsl/calculs/GenerateCalcul.mwe2,Michel-Nassalang-eclipse_workspace-d9a3f8b/org.xtext.ipsl.airport/bin/org/xtext/ipsl/airport/GenerateAirPort.mwe2,Michel-Nassalang-eclipse_workspace-d9a3f8b/org.xtext.ipsl.airport/src/org/xtext/ipsl/airport/GenerateAirPort.mwe2,Michel-Nassalang-eclipse_workspace-d9a3f8b/org.xtext.ipsl.calcul/bin/org/xtext/ipsl/calcul/GenerateCalcul.mwe2,Michel-Nassalang-eclipse_workspace-d9a3f8b/org.xtext.ipsl.calcul/src/org/xtext/ipsl/calcul/GenerateCalcul.mwe2,Michel-Nassalang-eclipse_workspace-d9a3f8b/org.xtext.ipsl.figure/bin/org/xtext/ipsl/figure/GenerateFigure.mwe2,Michel-Nassalang-eclipse_workspace-d9a3f8b/org.xtext.ipsl.figure/src/org/xtext/ipsl/figure/GenerateFigure.mwe2,Michel-Nassalang-eclipse_workspace-d9a3f8b/org.xtext.ipsl.football/bin/org/xtext/example/mydsl/GenerateFootball.mwe2,Michel-Nassalang-eclipse_workspace-d9a3f8b/org.xtext.ipsl.football/bin/org/xtext/ipsl/GenerateFootball.mwe2,Michel-Nassalang-eclipse_workspace-d9a3f8b/org.xtext.ipsl.football/src/org/xtext/example/mydsl/GenerateFootball.mwe2,Michel-Nassalang-eclipse_workspace-d9a3f8b/org.xtext.ipsl.football/src/org/xtext/ipsl/GenerateFootball.mwe2,Michel-Nassalang-eclipse_workspace-d9a3f8b/org.xtext.ipsl.mondsl/bin/org/xtext/ipsl/mydsl/GenerateMonDsl.mwe2,Michel-Nassalang-eclipse_workspace-d9a3f8b/org.xtext.ipsl.mondsl/src/org/xtext/ipsl/mydsl/GenerateMonDsl.mwe2","Michel-Nassalang-eclipse_workspace-d9a3f8b/org.xtext.ipsl.calcul.ui/test.calcul,Michel-Nassalang-eclipse_workspace-d9a3f8b/org.xtext.ipsl.calcul.ui/test.calcul,Michel-Nassalang-eclipse_workspace-d9a3f8b/org.xtext.ipsl.calcul.ui/test.calcul,Michel-Nassalang-eclipse_workspace-d9a3f8b/org.xtext.ipsl.calcul.ui/test.calcul,Michel-Nassalang-eclipse_workspace-d9a3f8b/org.xtext.ipsl.figure.ui/test.fg,Michel-Nassalang-eclipse_workspace-d9a3f8b/org.xtext.ipsl.figure.ui/test.fg"
varadbal,FunPL,"varadbal-FunPL-e976094/xyz.varad.funpl/bin/xyz/varad/funpl/FunPL.xtext,varadbal-FunPL-e976094/xyz.varad.funpl/src/xyz/varad/funpl/FunPL.xtext","varadbal-FunPL-e976094/xyz.varad.funpl/bin/xyz/varad/funpl/GenerateFunPL.mwe2,varadbal-FunPL-e976094/xyz.varad.funpl/src/xyz/varad/funpl/GenerateFunPL.mwe2",null
oliverablagojevic,QuestionnaireDSL,"oliverablagojevic-QuestionnaireDSL-698e934/org.xtext.example.mydsl/bin/org/xtext/example/mydsl/MyDsl.xtext,oliverablagojevic-QuestionnaireDSL-698e934/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext","oliverablagojevic-QuestionnaireDSL-698e934/org.xtext.example.mydsl/bin/org/xtext/example/mydsl/GenerateMyDsl.mwe2,oliverablagojevic-QuestionnaireDSL-698e934/org.xtext.example.mydsl/src/org/xtext/example/mydsl/GenerateMyDsl.mwe2",null
EightPillars,NmtranEditor,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran/src/com/uk/eightpillars/nmtran/NmTran.xtext,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran/src/com/uk/eightpillars/nmtran/GenerateNmTran.mwe2,"EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UC001_00_Holford_PK_DEQ_linCov_libErr_Tlag.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UC001_08_Holford_PK_DEQ_gen2Cov_libErr_Tlag.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UC001_09_Holford_PK_DEQ_genCov_genErr_Tlag.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UC002_00_Holford_PK_PRED_linCov_libErr_Tlag.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UC002_01_Holford_PK_PRED_linCov_libErr_Tlag_AMT.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UC003_00_Holford_PKPD_DEQ_turnover.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UC004_00_Holford_PK_DEQ_linCov_libErr_Tlag_ivpo.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UC004_01_Holford_PK_COMP_linCov_linErr_Tlag_ivpo.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UC005_00_Holford_PK_DEQ_linCov_libErr_Tlag_sexage.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UC005_02_Holford_PK_DEQ_genCov_libErr_Tlag_sexage.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UC005_03_Holford_PK_DEQ_gen2Cov_libErr_Tlag_sexage.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UC006_00_Holford_PK_DEQ_linCov_libErr_Tlag_corr3.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UC006_01_Holford_PK_DEQ_linCov_libErr2_Tlag_corr3.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UC007_00_Holford_PK_COMP_linCov_libErr_Tlag.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UC008_00_Holford_PK_DEQ_linCov_libErr_Tlag_BOV.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UC008_01_Holford_PK_DEQ_gen2Cov_libErr_Tlag_BOV.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UC008_04_Holford_PK_COMP_linCov_libErr_Tlag_BOV.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UC009_00_Holford_PK_DEQ_linCov_libErr_rate.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UC009_01_Holford_PK_DEQ_linCov_libErr_ratx.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UC010_00_Holford_PK_COMP_linCov_libErr_Tlag_dist2_vcl.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UC010_01_Holford_PK_COMP_linCov_libErr_Tlag_dist2_vk.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UC011_00_Poisson_DIST.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UC011_01_Poisson_DIST_Interoperable.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UC012_00_Bernoulli_DIST.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UC012_01_Bernoulli_DIST_Interoperable.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UC013_00_Categorical_DIST.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UC013_01_Categorical_DIST_Interchangable.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UC014_00_Holford_warfarin_TTE_exact.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UC014_01_Holford_warfarin_TTE_intervalCensored.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UC014_02_Holford_warfarin_RTTE_intervalCensored.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UC014_03_Holford_warfarin_TTE_intervalCensored2.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UC014_04_Holford_warfarin_PKPD_TTE_exact.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UC015_00_Latent_PK_COMP_linCov_libErr_Tlag.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UC015_01_Latent_PK_COMP_linCov_libErr.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UC016_00_Hansson_MultiPD_com2loglibErr.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UC016_01_Hansson_MultiPD_genErr.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UC017_00_Holford_PK_DEQ_SSADDL.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UC017_01_Holford_PK_DEQ_SSADDL_TLAG.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UseCase1.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UseCase10.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UseCase10_1.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UseCase11.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UseCase11_1.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UseCase12.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UseCase12_1.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UseCase12_2.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UseCase13.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UseCase13_1.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UseCase14.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UseCase14_1.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UseCase14_2.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UseCase15.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UseCase16.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UseCase17.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UseCase1_10.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UseCase1_11.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UseCase1_12.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UseCase1_7.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UseCase1_8.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UseCase1_9.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UseCase2.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UseCase2_1.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UseCase3.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UseCase4.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UseCase4_1.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UseCase5.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UseCase5_1.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UseCase5_2.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UseCase5_3.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UseCase6.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UseCase7.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UseCase8.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UseCase8_1.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UseCase8_3.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UseCase8_4.ctl,EightPillars-NmtranEditor-2e7a806/com.uk.eightpillars.nmtran.tests/resources/UseCase9.ctl"
DSIE2,Implementing-observer-design-pattern-with-Xtext-and-Xtend,"DSIE2-Implementing-observer-design-pattern-with-Xtext-and-Xtend-d3f6b4b/bin/org/upct/patterns/observer/Observer.xtext,DSIE2-Implementing-observer-design-pattern-with-Xtext-and-Xtend-d3f6b4b/src/org/upct/patterns/observer/Observer.xtext","DSIE2-Implementing-observer-design-pattern-with-Xtext-and-Xtend-d3f6b4b/bin/org/upct/patterns/observer/GenerateObserver.mwe2,DSIE2-Implementing-observer-design-pattern-with-Xtext-and-Xtend-d3f6b4b/src/org/upct/patterns/observer/GenerateObserver.mwe2",null
George-6629,Lobster-language-conversion-sql-language-based-on-Xtext,"George-6629-Lobster-language-conversion-sql-language-based-on-Xtext-da1afaa/kcl.mmdd.course.languages.lobster/bin/kcl/mmdd/course/languages/lobster/LobsterLanguages.xtext,George-6629-Lobster-language-conversion-sql-language-based-on-Xtext-da1afaa/kcl.mmdd.course.languages.lobster/src/kcl/mmdd/course/languages/lobster/LobsterLanguages.xtext","George-6629-Lobster-language-conversion-sql-language-based-on-Xtext-da1afaa/kcl.mmdd.course.languages.lobster/bin/kcl/mmdd/course/languages/lobster/GenerateLobsterLanguages.mwe2,George-6629-Lobster-language-conversion-sql-language-based-on-Xtext-da1afaa/kcl.mmdd.course.languages.lobster/src/kcl/mmdd/course/languages/lobster/GenerateLobsterLanguages.mwe2",null
hvbargen,meth,"hvbargen-meth-c9c9705/ws/hvbargen.meth/bin/hvbargen/meth/Meth.xtext,hvbargen-meth-c9c9705/ws/hvbargen.meth/src/hvbargen/meth/Meth.xtext","hvbargen-meth-c9c9705/ws/hvbargen.meth/bin/hvbargen/meth/GenerateMeth.mwe2,hvbargen-meth-c9c9705/ws/hvbargen.meth/src/hvbargen/meth/GenerateMeth.mwe2","hvbargen-meth-c9c9705/runtime-EclipseXtext/MethTest1/bin/test1.meth,hvbargen-meth-c9c9705/runtime-EclipseXtext/MethTest1/src/test1.meth,hvbargen-meth-c9c9705/runtime-EclipseXtext/MethTest1/bin/test1.meth,hvbargen-meth-c9c9705/runtime-EclipseXtext/MethTest1/src/test1.meth"
mischnic,bachelors-thesis,null,null,null
cs130-w22,statemachine,cs130-w22-statemachine-4ee0124/org.xtext.example.statemachine/src/org/xtext/example/statemachine/Statemachine.xtext,cs130-w22-statemachine-4ee0124/org.xtext.example.statemachine/src/org/xtext/example/statemachine/GenerateStatemachine.mwe2,"cs130-w22-statemachine-4ee0124/Examples/src/example1.sm,cs130-w22-statemachine-4ee0124/Examples/src/example2.sm"
cesarlaso,tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf,"cesarlaso-tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf-62c3198/TFM/ejemplos/Dsl.xtext,cesarlaso-tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf-62c3198/eclipse-emf-udima/es.udima.cesarlaso.tfm.dsl/bin/es/udima/cesarlaso/tfm/Dsl.xtext,cesarlaso-tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf-62c3198/eclipse-emf-udima/es.udima.cesarlaso.tfm.dsl/src/es/udima/cesarlaso/tfm/Dsl.xtext,cesarlaso-tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf-62c3198/eclipse-emf-udima/es.udima.cesarlaso.tfm.dsl2/bin/es/udima/cesarlaso/tfm/Dsl2.xtext,cesarlaso-tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf-62c3198/eclipse-emf-udima/es.udima.cesarlaso.tfm.dsl2/src/es/udima/cesarlaso/tfm/Dsl2.xtext","cesarlaso-tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf-62c3198/eclipse-emf-udima/es.udima.cesarlaso.tfm.dsl/bin/es/udima/cesarlaso/tfm/GenerateDsl.mwe2,cesarlaso-tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf-62c3198/eclipse-emf-udima/es.udima.cesarlaso.tfm.dsl/src/es/udima/cesarlaso/tfm/GenerateDsl.mwe2,cesarlaso-tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf-62c3198/eclipse-emf-udima/es.udima.cesarlaso.tfm.dsl2/bin/es/udima/cesarlaso/tfm/GenerateDsl2.mwe2,cesarlaso-tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf-62c3198/eclipse-emf-udima/es.udima.cesarlaso.tfm.dsl2/src/es/udima/cesarlaso/tfm/GenerateDsl2.mwe2","cesarlaso-tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf-62c3198/TFM/ejemplos/ejemplo_dsl_1.iotproyect,cesarlaso-tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf-62c3198/TFM/ejemplos/ejemplo_dsl_2.iotproyect,cesarlaso-tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf-62c3198/TFM/ejemplos/ejemplo_dsl_3.iotproyect,cesarlaso-tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf-62c3198/runtime-EclipseXtext/prueba/Prueba.iotproyect,cesarlaso-tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf-62c3198/TFM/ejemplos/ejemplo_dsl_1.iotproyect,cesarlaso-tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf-62c3198/TFM/ejemplos/ejemplo_dsl_2.iotproyect,cesarlaso-tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf-62c3198/TFM/ejemplos/ejemplo_dsl_3.iotproyect,cesarlaso-tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf-62c3198/runtime-EclipseXtext/prueba/Prueba.iotproyect,cesarlaso-tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf-62c3198/runtime-EclipseXtext/es.udima.tfm.prueba/ejemplo_5.iotproyect2,cesarlaso-tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf-62c3198/runtime-EclipseXtext/es.udima.tfm.prueba/ejemplo_dsl_1.iotproyect2,cesarlaso-tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf-62c3198/runtime-EclipseXtext/es.udima.tfm.prueba/ejemplo_dsl_2.iotproyect2,cesarlaso-tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf-62c3198/runtime-EclipseXtext/es.udima.tfm.prueba/ejemplo_dsl_3.iotproyect2,cesarlaso-tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf-62c3198/runtime-EclipseXtext/es.udima.tfm.prueba/ejemplo_dsl_4.iotproyect2,cesarlaso-tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf-62c3198/runtime-EclipseXtext/prueba/Prueba2.iotproyect2,cesarlaso-tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf-62c3198/runtime-EclipseXtext/es.udima.tfm.prueba/ejemplo_5.iotproyect2,cesarlaso-tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf-62c3198/runtime-EclipseXtext/es.udima.tfm.prueba/ejemplo_dsl_1.iotproyect2,cesarlaso-tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf-62c3198/runtime-EclipseXtext/es.udima.tfm.prueba/ejemplo_dsl_2.iotproyect2,cesarlaso-tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf-62c3198/runtime-EclipseXtext/es.udima.tfm.prueba/ejemplo_dsl_3.iotproyect2,cesarlaso-tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf-62c3198/runtime-EclipseXtext/es.udima.tfm.prueba/ejemplo_dsl_4.iotproyect2,cesarlaso-tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf-62c3198/runtime-EclipseXtext/prueba/Prueba2.iotproyect2"
houssemradhouane,Meta-Modelisation-of-Games-Using-UML-Eclipse-Xtext-Acceleo-JAVA,houssemradhouane-Meta-Modelisation-of-Games-Using-UML-Eclipse-Xtext-Acceleo-JAVA-1d1877f/Game.xtext,null,null
mdsd-team-1,domain-specific-language,"mdsd-team-1-domain-specific-language-3f5b0bd/org.example.domainmodel/bin/org/example/domainmodel/Domainmodel.xtext,mdsd-team-1-domain-specific-language-3f5b0bd/org.example.domainmodel/src/org/example/domainmodel/Domainmodel.xtext","mdsd-team-1-domain-specific-language-3f5b0bd/org.example.domainmodel/bin/org/example/domainmodel/GenerateDomainmodel.mwe2,mdsd-team-1-domain-specific-language-3f5b0bd/org.example.domainmodel/src/org/example/domainmodel/GenerateDomainmodel.mwe2","mdsd-team-1-domain-specific-language-3f5b0bd/XtestTestProject/bin/blogs.dmodel,mdsd-team-1-domain-specific-language-3f5b0bd/XtestTestProject/bin/commons.dmodel,mdsd-team-1-domain-specific-language-3f5b0bd/XtestTestProject/bin/datatypes.dmodel,mdsd-team-1-domain-specific-language-3f5b0bd/XtestTestProject/src/blogs.dmodel,mdsd-team-1-domain-specific-language-3f5b0bd/XtestTestProject/src/commons.dmodel,mdsd-team-1-domain-specific-language-3f5b0bd/XtestTestProject/src/datatypes.dmodel,mdsd-team-1-domain-specific-language-3f5b0bd/XtestTestProject/bin/blogs.dmodel,mdsd-team-1-domain-specific-language-3f5b0bd/XtestTestProject/bin/commons.dmodel,mdsd-team-1-domain-specific-language-3f5b0bd/XtestTestProject/bin/datatypes.dmodel,mdsd-team-1-domain-specific-language-3f5b0bd/XtestTestProject/src/blogs.dmodel,mdsd-team-1-domain-specific-language-3f5b0bd/XtestTestProject/src/commons.dmodel,mdsd-team-1-domain-specific-language-3f5b0bd/XtestTestProject/src/datatypes.dmodel"
PalladioSimulator,Palladio-Editors-VSCode,null,null,null
nils-christian,xtend-active-annotation-issue,null,null,null
modicio,feature-dsl-tools,modicio-feature-dsl-tools-4caeaad/de.tud.st.featurelang/src/de/tud/st/featurelang/FeatureLang.xtext,modicio-feature-dsl-tools-4caeaad/de.tud.st.featurelang/src/de/tud/st/featurelang/GenerateFeatureLang.mwe2,modicio-feature-dsl-tools-4caeaad/de.tud.st.featurelang/demo/my.featurelang
HBuender,Aim42Visualizer,HBuender-Aim42Visualizer-da29337/de.itemis.iac/src/de/itemis/iac/IACDSL.xtext,HBuender-Aim42Visualizer-da29337/de.itemis.iac/src/de/itemis/iac/GenerateIACDSL.mwe2,null
scanyboss,ide-yourdsl,null,null,null
spirvdev,dumpsymb,null,null,null
